10 34.4147082615 13.9914330101 33.2727492854 14.994899782 -40.3449893299
10 34.4147082615 13.9914330101 33.1791795571 12.1623595341 -46.1027670775
10 34.4147082615 13.9914330101 33.5919006116 10.4703496647 -50.0482345394
20 39.5917164677 12.5689825414 34.2093985306 9.64288657374 -57.1214823234
20 39.5917164677 12.5689825414 31.5001329667 6.7629176704 -62.2437603214
20 39.5917164677 12.5689825414 34.3005296208 4.97963943493 -67.8255317842
30 41.1258942852 12.12698861 34.1287261214 4.07409604996 -67.0197302359
30 41.1258942852 12.12698861 29.080720261 2.60262652128 -71.9816386261
30 41.1258942852 12.12698861 38.0079272984 2.62069988725 -74.5447351362
40 41.1258942852 12.12698861 38.3169476765 2.3864432058 -77.2177068631
40 41.1258942852 12.12698861 23.5973399034 2.68144971216 -77.7454664255
40 41.1258942852 12.12698861 43.5232734158 2.23907001118 -63.1710688427
50 41.1258942852 12.12698861 43.7722628707 2.32046371588 -63.6311404051
50 41.1258942852 12.12698861 18.0497852967 2.50796516496 -80.0633756402
50 41.1258942852 12.12698861 44.4140064392 2.18875006856 -64.4437061291
60 41.1258942852 12.12698861 49.185406903 2.31549856331 -79.9147027041
60 41.1258942852 12.12698861 16.4038878149 2.27848232716 -85.9897703308
60 41.1258942852 12.12698861 44.4140064392 2.18875006856 -65.0927276256
70 41.1258942852 12.12698861 54.203506754 2.19430338137 -82.5000423204
70 41.1258942852 12.12698861 15.9224691787 2.28033971689 -88.5593687189
70 41.1258942852 12.12698861 44.4140064392 2.18875006856 -67.4405591777
72 41.1258942852 12.12698861 54.3119331092 2.19198141459 -82.2071739689 C
72 41.1258942852 12.12698861 15.9224691787 2.28033971689 -86.8408367808 C
73 41.1258942852 12.12698861 44.4140064392 2.18875006856 -65.6297343822 C
80 38.7569674629 12.1481594573 52.3118940857 2.07111221916 -80.7862013944
80 38.702019154 12.1505434344 15.9224691787 2.28033971689 -88.362508932
80 38.702019154 12.1505434344 42.8624535902 1.98248922065 -75.4325273183
90 36.9153713279 12.0845557202 50.4355187909 2.24473450637 -83.1485782187
90 36.9153713279 12.0845557202 15.9224691787 2.28033971689 -84.705683174
90 36.9153713279 12.0845557202 40.1973596478 2.20477798284 -66.6626623862
100 36.873089659 12.0362259491 50.0626709704 2.1325587948 -79.276942985
100 36.873089659 12.0362259491 15.9224691787 2.28033971689 -85.8319843141
100 36.873089659 12.0362259491 40.1995804326 2.20462429527 -68.9965171564
100 36.873089659 12.0362259491 50.0626709704 2.1325587948 -81.4126868789 C
101 36.873089659 12.0362259491 15.9224691787 2.28033971689 -86.558058983 C
101 36.873089659 12.0362259491 40.1995804326 2.20462429527 -67.9523824396 C
110 33.9559270068 12.0309774737 50.0626709704 2.1325587948 -79.5862885672
110 33.9559270068 12.0309774737 15.9224691787 2.28033971689 -83.7556586574
110 33.9559270068 12.0309774737 40.1995804326 2.20462429527 -69.5365085339
118 32.4930194726 12.0859766421 50.0626709704 2.1325587948 -85.0971203549 C
119 32.4934106393 12.0856621147 15.9224691787 2.28033971689 -85.4146676261 C
120 32.493801806 12.0853475872 40.1995804326 2.20462429527 -71.218534522 C
120 32.493801806 12.0853475872 50.557531749 2.1208195522 -86.7413515295
120 32.493801806 12.0853475872 16.0324685897 2.28012575102 -82.3404186694
120 32.493801806 12.0853475872 40.1995804326 2.20462429527 -70.3081687665
129 32.493801806 12.0853475872 54.3171974715 2.19034762382 -86.9589927172 C
130 32.493801806 12.0853475872 20.2125618447 2.1916493855 -83.5768960711 C
130 32.493801806 12.0853475872 54.3171974715 2.19034762382 -85.7434280598
130 32.493801806 12.0853475872 20.2125618447 2.1916493855 -83.9379985587
130 32.493801806 12.0853475872 44.3982914769 2.19666720854 -75.5448826719
130 32.493801806 12.0853475872 44.4170796124 2.19644091065 -76.2306434227 C
140 36.6873322345 12.0822485097 54.3171974715 2.19034762382 -84.4815576864
140 36.6873322345 12.0822485097 20.2125618447 2.1916493855 -78.1048971427
140 36.6873322345 12.0822485097 44.4170796124 2.19644091065 -71.1905453289
141 36.7040192215 12.0875051608 54.3171974715 2.19034762382 -84.8912551652 C
141 36.7040192215 12.0875051608 20.2125618447 2.1916493855 -77.172159246 C
142 36.7040192215 12.0875051608 44.4170796124 2.19644091065 -69.9381314112 C
150 40.7205018038 12.0649582855 50.8689803525 2.1517379444 -81.0052255683
150 40.7205018038 12.0649582855 20.2125618447 2.1916493855 -79.9531350578
150 40.7205018038 12.0649582855 41.7095706441 2.12812634921 -64.9545500589
160 41.1057720003 12.0871510578 50.9839880555 2.26326769377 -81.896685594
160 41.1057720003 12.0871510578 20.2125618447 2.1916493855 -79.8081075555
160 41.1057720003 12.0871510578 41.0189291561 2.34824567859 -65.1987747217
168 41.1057720003 12.0871510578 50.0627379029 2.13648524306 -82.5523145623 C
168 41.1057720003 12.0871510578 20.2125618447 2.1916493855 -79.2711282517 C
169 41.1057720003 12.0871510578 40.1679109496 2.14212808425 -68.4066281165 C
170 41.1057720003 12.0871510578 50.0627379029 2.13648524306 -82.456230307
170 41.1057720003 12.0871510578 20.2125618447 2.1916493855 -78.9857721384
170 41.1057720003 12.0871510578 40.168237301 2.14211033467 -68.9121455446
180 37.2089562636 12.0934829627 50.0627379029 2.13648524306 -82.5965454647
180 37.2089562636 12.0934829627 24.5167060771 2.18566504694 -71.6904017442
180 37.2089562636 12.0934829627 44.3858885578 2.19323909283 -72.9583133165
186 36.8864620326 12.1031844441 24.6185767714 2.19052759468 -67.7180049445 C
190 36.648218818 11.7984332086 50.8321380224 2.10726780419 -84.5003153961
190 36.648218818 11.7984332086 24.6185767714 2.19052759468 -68.1431845502
190 36.648218818 11.7984332086 44.4477120828 2.17626750953 -67.1347687052
200 32.5056442598 12.1018239554 54.3116838388 2.18220777177 -87.3905899327
200 32.5056442598 12.1018239554 24.6185767714 2.19052759468 -73.8702253455
200 32.5056442598 12.1018239554 40.341442038 2.19727194474 -70.2135179932
204 32.4943445284 12.0946031134 24.6185767714 2.19052759468 -73.2317304952 C
210 31.0650243611 11.9270436799 54.3116838388 2.18220777177 -88.2102916416
210 31.0650243611 11.9270436799 24.6185767714 2.19052759468 -78.2582370407
210 31.0650243611 11.9270436799 40.3101617348 1.72816583926 -66.9197009145
220 26.9838874529 12.11186562 53.3584042062 1.82757228651 -89.6987616335
220 26.9838874529 12.11186562 24.292630704 2.87897806103 -75.5474112607
220 26.9838874529 12.11186562 40.0997627404 2.11497449946 -80.7384426164
230 28.5266088102 12.5679067376 50.08268378 2.18823087733 -85.3119657045
230 28.5266088102 12.5679067376 22.6046471237 5.1703636877 -63.7471979958
230 28.5266088102 12.5679067376 40.0997627404 2.11497449946 -73.0504072701
240 26.9856202553 12.0840242062 50.0547909718 2.13699268215 -85.9234967082
240 26.9856202553 12.0840242062 22.5154135949 5.41643241106 -68.9659759123
240 26.9856202553 12.0840242062 40.0997627404 2.11497449946 -81.4002356345
250 28.3645597977 11.9502140601 50.0547909718 2.13699268215 -86.2579878479
250 28.3645597977 11.9502140601 22.5154135949 5.41643241106 -65.0884388092
250 28.3645597977 11.9502140601 40.0997627404 2.11497449946 -78.1901039251
260 27.7474131831 12.2229779399 50.0547909718 2.13699268215 -86.0129474854
260 27.7474131831 12.2229779399 22.5154135949 5.41643241106 -69.2844364791
260 27.7474131831 12.2229779399 40.0997627404 2.11497449946 -77.1551643529
270 29.2706085316 12.2957479137 50.0547909718 2.13699268215 -86.0256863821
270 29.2706085316 12.2957479137 22.5154135949 5.41643241106 -66.7799641533
